CoreSize,left peak dmdH_peak,left peak He_peak,left peak fwhm_left,left peak fwhm_right,right peak dmdH_peak,right peak He_peak,right peak fwhm_left,right peak fwhm_right
0,170.28378138095067,-0.002538896555171215,0.0021686865017587816,-0.006941078503001606,168.93123125233907,0.002705695163160567,-0.002005519969837955,0.007086875251662817
1,199.8691658002251,-0.0024790980326726735,0.0013232590475397135,-0.005920498321500605,201.91243216555947,0.0025725170333713954,-0.001244484988469013,0.0059815387778229465
2,225.37977195348668,-0.0019185608243476025,0.0011342989943221781,-0.004601890042637318,223.72179124094762,0.0021669756955120744,-0.0009798348644017639,0.004755829918409329
