CoreSize,left peak dmdH_peak,left peak He_peak,left peak fwhm_left,left peak fwhm_right,right peak dmdH_peak,right peak He_peak,right peak fwhm_left,right peak fwhm_right
0,177.13684194985518,-0.01406131658192408,-0.009990123080820743,-0.017060030810954276,179.93101854779925,0.014067769169315417,0.010055974399915561,0.017075679274893278
