CoreSize,left peak dmdH_peak,left peak He_peak,left peak fwhm_left,left peak fwhm_right,right peak dmdH_peak,right peak He_peak,right peak fwhm_left,right peak fwhm_right
0,224.99831520992544,-0.008404652866187336,-0.00424939873096823,-0.011969123233657716,221.16878493822682,0.008325385210128879,0.004147694023006558,0.01191255781507429
1,290.1403524982477,-0.008155828503547473,-0.005016779800162316,-0.010678093378310516,285.5328904208098,0.00801602852059792,0.004865995561162706,0.010574248696705186
