sigma,left peak dmdH_peak,left peak He_peak,left peak fwhm_left,left peak fwhm_right,left peak fwhm,right peak dmdH_peak,right peak He_peak,right peak fwhm_left,right peak fwhm_right,right peak fwhm
0,33275992.33621932,-0.0031286893008045935,0.004668331285614006,-0.010979101728311257,0.015647433013925263,32524525.978156514,0.003128689300804556,-0.005276809932040888,0.01097910172831124,0.01625591166035213
1,33584868.52287557,-0.0031286893008045935,0.004668331285614006,-0.01044868210729365,0.015117013392907656,33189069.140071847,0.0037476262917144633,-0.004668331285614008,0.01097910172831124,0.015647433013925245
2,32895575.649252325,-0.0031286893008045935,0.004668331285614006,-0.010979101728311257,0.015647433013925263,32687015.35787624,0.003128689300804556,-0.004668331285614008,0.01097910172831124,0.015647433013925245
3,33208147.750783496,-0.0031286893008045935,0.004668331285614006,-0.010979101728311257,0.015647433013925263,32733836.146579757,0.003128689300804556,-0.005276809932040888,0.01097910172831124,0.01625591166035213
4,33013739.423087474,-0.0037476262917144655,0.004668331285614006,-0.010979101728311257,0.015647433013925263,32074055.383817643,0.0037476262917144633,-0.004668331285614008,0.01097910172831124,0.015647433013925245
