sigma,left peak dmdH_peak,left peak He_peak,left peak fwhm_left,left peak fwhm_right,left peak fwhm,right peak dmdH_peak,right peak He_peak,right peak fwhm_left,right peak fwhm_right,right peak fwhm
0,32624289.883245282,-0.0037476262917144655,0.004668331285614006,-0.010979101728311257,0.015647433013925263,32045068.055414658,0.0037476262917144633,-0.004668331285614008,0.01097910172831124,0.015647433013925245
1,32357238.42703984,-0.0031286893008045935,0.004668331285614006,-0.010979101728311257,0.015647433013925263,32457883.88494521,0.0037476262917144633,-0.004668331285614008,0.01097910172831124,0.015647433013925245
2,31778418.40458009,-0.0037476262917144655,0.004668331285614006,-0.010979101728311257,0.015647433013925263,30505430.214281123,0.0037476262917144633,-0.004668331285614008,0.01097910172831124,0.015647433013925245
3,30442114.797345404,-0.0031286893008045935,0.004668331285614006,-0.010979101728311257,0.015647433013925263,28367594.915985413,0.003128689300804556,-0.005276809932040888,0.01097910172831124,0.01625591166035213
4,18362890.866923776,-0.0031286893008045935,0.0052768099320408685,-0.010979101728311257,0.016255911660352125,16615062.239635145,0.003128689300804556,-0.006477549146202411,0.010448682107293649,0.01692623125349606
